name	strain_name	ST	Revised_Source_Niche	Revised_Source_Type	Intestinal_or_Extraintestinal	Collection_Year	Collection	State	Biosample number	Assembly accession	SRA Accession	Bio Project ID	IncF_RST	cgMLST cluster (40 allelic distance)	PopPunk Cluster (Clusters merged by PopPunk are separated by underscores)																																																				
TEA_H062	H062	95	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6082445	GCA_902838045.1	NA	PRJEB34791	F2:A-:B1	200	9_1394																																																				
TEA_H071	H071	59	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6083599	GCA_902849705.1	NA	PRJEB34791	F4:A-:B10	Unclustered (Singleton)	32																																																				
TEA_H073	H073	88	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6082467	GCA_902838425.1	NA	PRJEB34791	F2:A-:B1	Unclustered (Singleton)	12																																																				
TEA_H075	H075	409	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6083232	GCA_902846345.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	132																																																				
TEA_H077	H077	95	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6082448	GCA_902838065.1	NA	PRJEB34791	F51!/F2!:A-:B10	511	9_1394																																																				
TEA_H083	H083	95	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6082444	GCA_902838105.1	NA	PRJEB34791	C4:A5:B1	Unclustered (Singleton)	9_1394																																																				
TEA_H087	H087	95	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6082411	GCA_902837765.1	NA	PRJEB34791	F51:A-:B10	1216	9_1394																																																				
TEA_H104	H104	95	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6082405	GCA_902837735.1	NA	PRJEB34791	F29:A-:B10	Unclustered (Singleton)	9_1394																																																				
TEA_H112	H112	95	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6082640	GCA_902839975.1	NA	PRJEB34791	F2:A-:B1	Unclustered (Singleton)	9_1394																																																				
TEA_H131	H131	88	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6082525	GCA_902838965.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	12																																																				
TEA_H140	H140	95	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6082916	GCA_902842815.1	NA	PRJEB34791	C4:A-:B1	135	9_1394																																																				
TEA_H141	H141	783	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6082740	GCA_902841015.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	1487																																																				
TEA_H144	H144	95	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6082395	GCA_902837675.1	NA	PRJEB34791	F51:A-:B10	129	9_1394																																																				
TEA_H148	H148	95	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6082409	GCA_902837695.1	NA	PRJEB34791	F29:A-:B10	399	9_1394																																																				
TEA_H1508309	H1508309	3168	Environmental	Water	Other	2015	TEA	NSW	SAMEA6083085	GCA_902844505.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	154																																																				
TEA_H151	H151	95	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6082412	GCA_902837755.1	NA	PRJEB34791	F24:A-:B1	867	9_1394																																																				
TEA_H1512649	H1512649	401	Environmental	Water	Other	2015	TEA	NSW	SAMEA6083078	GCA_902844435.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	154																																																				
TEA_H1512651	H1512651	101	Environmental	Water	Other	2015	TEA	NSW	SAMEA6082609	GCA_902839745.1	NA	PRJEB34791	F64*:A-:B-	749	27																																																				
TEA_H1512653_1	H1512653_1	101	Environmental	Water	Other	2015	TEA	NSW	SAMEA6082715	GCA_902840655.1	NA	PRJEB34791	F64*:A-:B-	749	27																																																				
TEA_H1512653_2	H1512653_2	6944	Environmental	Water	Other	2015	TEA	NSW	SAMEA6082717	GCA_902840735.1	NA	PRJEB34791	C1:A-:B16	Unclustered (Singleton)	957																																																				
TEA_H1513183	H1513183	3018	Environmental	Water	Other	2015	TEA	NSW	SAMEA6082732	GCA_902840925.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	274																																																				
TEA_H1513189	H1513189	617	Environmental	Water	Other	2015	TEA	NSW	SAMEA6083371	GCA_902847645.1	NA	PRJEB34791	F36:A6*:B1	1461	60																																																				
TEA_H1513191_2	H1513191_2	681	Environmental	Water	Other	2015	TEA	NSW	SAMEA6082785	GCA_902841415.1	NA	PRJEB34791	F82?*:A-:B54*	Unclustered (Singleton)	96_661																																																				
TEA_H1513216	H1513216	Novel - reads unavailable for assignment in Enterobase	Environmental	Water	Other	2015	TEA	NSW	SAMEA6082994	GCA_902843655.1	NA	PRJEB34791	F-:A-:B-	301	85																																																				
TEA_H154	H154	95	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6082420	GCA_902837915.1	NA	PRJEB34791	F24:A-:B1	867	9_1394																																																				
TEA_H157	H157	409	Human	Human	Intestinal	2001	TEA	ACT	SAMEA6083347	GCA_902847295.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	132																																																				
TEA_H158	H158	34	Human	Human	Intestinal	2001	TEA	ACT	SAMEA6082545	GCA_902840835.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	5_1020_1036_1160																																																				
TEA_H173	H173	2731	Human	Human	Intestinal	2001	TEA	ACT	SAMEA6082478	GCA_902838325.1	NA	PRJEB34791	C4:A-:B1	Unclustered (Singleton)	1486																																																				
TEA_H176	H176	144	Human	Human	Intestinal	2001	TEA	ACT	SAMEA6082866	GCA_902842355.1	NA	PRJEB34791	F29:A-:B10	Unclustered (Singleton)	56																																																				
TEA_H190	H190	6489	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6082737	GCA_902841135.1	NA	PRJEB34791	F2:A-:B1	Unclustered (Singleton)	5_1020_1036_1160																																																				
TEA_H219	H219	95	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6082394	GCA_902837605.1	NA	PRJEB34791	F51:A-:B10	152	9_1394																																																				
TEA_H242	H242	607	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6083254	GCA_902846555.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	127																																																				
TEA_H244	H244	95	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6082758	GCA_902841315.1	NA	PRJEB34791	F24:A-:B1	729	9_1394																																																				
TEA_H246	H246	357	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6082501	GCA_902838665.1	NA	PRJEB34791	F64:A-:B62*	Unclustered (Singleton)	82																																																				
TEA_H249	H249	95	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6082447	GCA_902838085.1	NA	PRJEB34791	F51!/F2!:A-:B10	511	9_1394																																																				
TEA_H282	H282	23	Human	Human	Intestinal	2001	TEA	ACT	SAMEA6082741	GCA_902841095.1	NA	PRJEB34791	F104/C4:A-:B1	Unclustered (Singleton)	12																																																				
TEA_H283	H283	1917	Human	Human	Intestinal	2001	TEA	ACT	SAMEA6082592	GCA_902839495.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	1485																																																				
TEA_H287	H287	10	Human	Human	Intestinal	2001	TEA	ACT	SAMEA6083298	GCA_902846915.1	NA	PRJEB34791	F98!/F95!:A-:B65	503	5_1020_1036_1160																																																				
TEA_H315	H315	2795	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6083452	GCA_902848415.1	NA	PRJEB34791	F100/K21:A-:B-	Unclustered (Singleton)	310																																																				
TEA_H317	H317	5612	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6083451	GCA_902848515.1	NA	PRJEB34791	F2:A-:B-	Unclustered (Singleton)	271																																																				
TEA_H331	H331	4238	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6082551	GCA_902839255.1	NA	PRJEB34791	F2:A-:B1	Unclustered (Singleton)	5_1020_1036_1160																																																				
TEA_H336	H336	59	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6083598	GCA_902849785.1	NA	PRJEB34791	F29:A-:B10	Unclustered (Singleton)	32																																																				
TEA_H342	H342	88	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6082701	GCA_902840545.1	NA	PRJEB34791	C4:A-:B-	Unclustered (Singleton)	12																																																				
TEA_H352	H352	62	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6083561	GCA_902849325.1	NA	PRJEB34791	F29:A-:B10	Unclustered (Singleton)	53																																																				
TEA_H354	H354	379	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6083279	GCA_902846805.1	NA	PRJEB34791	F4!/F2!:A-:B10	Unclustered (Singleton)	32																																																				
TEA_H355	H355	95	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6082423	GCA_902837925.1	NA	PRJEB34791	F51:A-:B10	294	9_1394																																																				
TEA_H358	H358	95	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6082438	GCA_902838095.1	NA	PRJEB34791	F24:A-:B1*	173	9_1394																																																				
TEA_H365	H365	95	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6082406	GCA_902837635.1	NA	PRJEB34791	F2:A-:B1	Unclustered (Singleton)	9_1394																																																				
TEA_H366	H366	62	Human	Human	Intestinal	2001	TEA	ACT	SAMEA6083564	GCA_902849335.1	NA	PRJEB34791	F29:A-:B10	Unclustered (Singleton)	53																																																				
TEA_H375	H375	635	Human	Human	Intestinal	2001	TEA	ACT	SAMEA6083400	GCA_902847845.1	NA	PRJEB34791	F100:A-:B-	Unclustered (Singleton)	65_1225_1364																																																				
TEA_H389	H389	1711	Human	Human	Intestinal	2001	TEA	ACT	SAMEA6083258	GCA_902846635.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	62																																																				
TEA_H396	H396	59	Human	Human	Intestinal	2001	TEA	ACT	SAMEA6083604	GCA_902849735.1	NA	PRJEB34791	F4:A-:B10	Unclustered (Singleton)	32																																																				
TEA_H400	H400	6490	Human	Human	Intestinal	2001	TEA	ACT	SAMEA6083231	GCA_902846395.1	NA	PRJEB34791	F55:A19*:B-	Unclustered (Singleton)	374																																																				
TEA_H418	H418	409	Human	Human	Intestinal	2001	TEA	ACT	SAMEA6083338	GCA_902847265.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	132																																																				
TEA_H434	H434	95	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6082403	GCA_902837645.1	NA	PRJEB34791	F24:A-:B1	Unclustered (Singleton)	9_1394																																																				
TEA_H437	H437	95	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6082690	GCA_902840455.1	NA	PRJEB34791	F29:A-:B10	399	9_1394																																																				
TEA_H446	H446	46	Human	Human	Intestinal	2001	TEA	ACT	SAMEA6083189	GCA_902845855.1	NA	PRJEB34791	F-:A-:B-	645	62																																																				
TEA_H447	H447	10	Human	Human	Intestinal	2001	TEA	ACT	SAMEA6083113	GCA_902844975.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	28_741_1324																																																				
TEA_H451	H451	206	Human	Human	Intestinal	2001	TEA	ACT	SAMEA6082475	GCA_902838335.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	41																																																				
TEA_H472	H472	2795	Human	Human	Intestinal	2001	TEA	ACT	SAMEA6083315	GCA_902847165.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	310																																																				
TEA_H474	H474	10	Human	Human	Intestinal	2001	TEA	ACT	SAMEA6082483	GCA_902838595.1	NA	PRJEB34791	C4:A-:B6	Unclustered (Singleton)	5_1020_1036_1160																																																				
TEA_H482	H482	2967	Human	Human	Intestinal	2001	TEA	ACT	SAMEA6083138	GCA_902845235.1	NA	PRJEB34791	F-:A-:B-	205	248																																																				
TEA_H483	H483	2967	Human	Human	Intestinal	2001	TEA	ACT	SAMEA6083038	GCA_902844085.1	NA	PRJEB34791	F-:A-:B-	205	248																																																				
TEA_H484	H484	2967	Human	Human	Intestinal	2001	TEA	ACT	SAMEA6082968	GCA_902843435.1	NA	PRJEB34791	F-:A-:B-	205	248																																																				
TEA_H492	H492	697	Human	Human	Intestinal	2001	TEA	ACT	SAMEA6083175	GCA_902845625.1	NA	PRJEB34791	F-:A-:B64	109	273																																																				
TEA_H495	H495	697	Human	Human	Intestinal	2001	TEA	ACT	SAMEA6083005	GCA_902843785.1	NA	PRJEB34791	F-:A-:B64	109	273																																																				
TEA_H515	H515	1877	Human	Human	Intestinal	2001	TEA	ACT	SAMEA6082658	GCA_902839995.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	109																																																				
TEA_H521	H521	10	Human	Human	Intestinal	2001	TEA	ACT	SAMEA6082926	GCA_902842915.1	NA	PRJEB34791	F98:A-:B65	589	5_1020_1036_1160																																																				
TEA_H522	H522	3276	Human	Human	Intestinal	2001	TEA	ACT	SAMEA6082541	GCA_902839065.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	522																																																				
TEA_H529	H529	635	Human	Human	Intestinal	2001	TEA	ACT	SAMEA6083469	GCA_902848705.1	NA	PRJEB34791	F100:A-:B-	Unclustered (Singleton)	65_1225_1364																																																				
TEA_H537	H537	685	Human	Human	Intestinal	2001	TEA	ACT	SAMEA6082846	GCA_902842275.1	NA	PRJEB34791	C1:A6:B16	Unclustered (Singleton)	329																																																				
TEA_H549	H549	3589	Human	Human	Intestinal	2001	TEA	ACT	SAMEA6083496	GCA_902848765.1	NA	PRJEB34791	F2:A-:B1	Unclustered (Singleton)	619																																																				
TEA_H552	H552	Novel - reads unavailable for assignment in Enterobase	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6082673	GCA_902840275.1	NA	PRJEB34791	F51:A-:B10	693	9_1394																																																				
TEA_H561	H561	117	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6083510	GCA_902848925.1	NA	PRJEB34791	F24:A-:B1	Unclustered (Singleton)	21																																																				
TEA_H562	H562	227	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6082691	GCA_902840395.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	5_1020_1036_1160																																																				
TEA_H572	H572	216	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6083456	GCA_902848375.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	85																																																				
TEA_H578	H578	1257	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6082504	GCA_902838725.1	NA	PRJEB34791	F18?*:A-:B54	Unclustered (Singleton)	403																																																				
TEA_H604	H604	540	Human	Human	Intestinal	2001	TEA	ACT	SAMEA6083401	GCA_902847865.1	NA	PRJEB34791	F7:A-:B-	Unclustered (Singleton)	1484																																																				
TEA_H615	H615	59	Human	Human	Intestinal	2001	TEA	ACT	SAMEA6083597	GCA_902849805.1	NA	PRJEB34791	F4:A-:B10	Unclustered (Singleton)	32																																																				
TEA_H621	H621	540	Human	Human	Intestinal	2001	TEA	ACT	SAMEA6083426	GCA_902848075.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	63																																																				
TEA_H625	H625	5331	Human	Human	Intestinal	2001	TEA	ACT	SAMEA6083043	GCA_902844105.1	NA	PRJEB34791	F95:A-:B-	Unclustered (Singleton)	686																																																				
TEA_H630	H630	1867	Human	Human	Intestinal	2001	TEA	ACT	SAMEA6082455	GCA_902838255.1	NA	PRJEB34791	F56:A-:B54	Unclustered (Singleton)	1449																																																				
TEA_H645	H645	227	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6082603	GCA_902839635.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	5_1020_1036_1160																																																				
TEA_H646	H646	10	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6082574	GCA_902839345.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	5_1020_1036_1160																																																				
TEA_H647	H647	746	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6082908	GCA_902842755.1	NA	PRJEB34791	C4:A6:B26	Unclustered (Singleton)	198																																																				
TEA_H648	H648	6166	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6082453	GCA_902838185.1	NA	PRJEB34791	F51:A-:B10	129	9_1394																																																				
TEA_H656	H656	398	Human	Human	Intestinal	2001	TEA	ACT	SAMEA6083261	GCA_902846605.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	54																																																				
TEA_H668	H668	10	Human	Human	Intestinal	2001	TEA	ACT	SAMEA6082986	GCA_902843555.1	NA	PRJEB34791	F98:A-:B65	589	5_1020_1036_1160																																																				
TEA_H719	H719	59	Human	Human	Intestinal	2001	TEA	ACT	SAMEA6083603	GCA_902850225.1	NA	PRJEB34791	F4:A-:B10	Unclustered (Singleton)	32																																																				
TEA_H738	H738	6491	Human	Human	Intestinal	2001	TEA	ACT	SAMEA6083062	GCA_902844365.1	NA	PRJEB34791	F98:A-:B65	Unclustered (Singleton)	5_1020_1036_1160																																																				
TEA_H758	H758	10	Human	Human	Intestinal	2001	TEA	ACT	SAMEA6082833	GCA_902841975.1	NA	PRJEB34791	F98!/F2!/F104!:A-:B65	Unclustered (Singleton)	5_1020_1036_1160																																																				
