name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
CP033636		CP033636	97550	98362	-	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	EXACTX	271	271	100.0	100.0	271	WP_000018321.1	aminoglycoside O-phosphotransferase APH(3')-Ia		
CP033636		CP033636	98701	99534	-	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	BLASTX	278	278	100.0	99.64	278	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id		
CP033636		CP033636	99537	100361	-	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	275	275	100.0	100.0	275	WP_109545041.1	aminoglycoside O-phosphotransferase APH(3'')-Ib		
CP033636		CP033636	103033	103851	-	lnu(F)	lincosamide nucleotidyltransferase Lnu(F)	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	BLASTX	273	273	100.0	99.63	273	WP_000939727.1	lincosamide nucleotidyltransferase Lnu(F)		
CP033636		CP033636	103986	104774	-	aadA22	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA22	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.0	100.0	263	WP_032491824.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA22		
CP033636		CP033636	108376	109233	+	blaTEM-1	class A broad-spectrum beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.0	100.0	286	WP_000027057.1	class A broad-spectrum beta-lactamase TEM-1		
CP033636		CP033636	131326	132522	-	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	399	399	100.0	99.5	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)		
CP033636		CP033636	137180	137833	-	qnrS1	quinolone resistance pentapeptide repeat protein QnrS1	core	AMR	AMR	QUINOLONE	QUINOLONE	ALLELEX	218	218	100.0	100.0	218	WP_001516695.1	quinolone resistance pentapeptide repeat protein QnrS1		
CP033636		CP033636	140846	141295	+	arr-2	NAD(+)--rifampin ADP-ribosyltransferase Arr-2	core	AMR	AMR	RIFAMYCIN	RIFAMYCIN	ALLELEX	150	150	100.0	100.0	150	WP_000237816.1	NAD(+)--rifampin ADP-ribosyltransferase Arr-2		
CP033636		CP033636	141619	142875	+	cmlA5	chloramphenicol efflux MFS transporter CmlA5	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	419	419	100.0	100.0	419	WP_012300772.1	chloramphenicol efflux MFS transporter CmlA5		
CP033636		CP033636	143143	143940	+	blaOXA-10	oxacillin-hydrolyzing class D beta-lactamase OXA-10	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	266	266	100.0	100.0	266	WP_000846390.1	oxacillin-hydrolyzing class D beta-lactamase OXA-10		
CP033636		CP033636	143960	144748	+	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.0	100.0	263	WP_001209508.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1		
CP033636		CP033636	144826	145296	+	dfrA14	trimethoprim-resistant dihydrofolate reductase DfrA14	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.0	100.0	157	WP_004201280.1	trimethoprim-resistant dihydrofolate reductase DfrA14		
CP033636		CP033636	146868	147767	+	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	300	399	75.19	99.67	300	WP_000804063.1	tetracycline efflux MFS transporter Tet(A)		
CP033636		CP033636	148373	149584	-	floR	chloramphenicol/florfenicol efflux MFS transporter FloR	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	EXACTX	404	404	100.0	100.0	404	WP_000214121.1	chloramphenicol/florfenicol efflux MFS transporter FloR		
CP033636		CP033636	166186	166761	-	terD	tellurium resistance membrane protein TerD	plus	STRESS	METAL	TELLURIUM	TELLURIUM	BLASTX	192	192	100.0	95.83	192	AAA98292.1	tellurium resistance membrane protein TerD		
CP033636		CP033636	169511	170089	-	terZ	tellurium resistance-associated protein TerZ	plus	STRESS	METAL	TELLURIUM	TELLURIUM	BLASTX	193	193	100.0	99.48	193	AAA86846.1	tellurium resistance-associated protein TerZ		
CP033636		CP033636	176662	177126	+	terW	tellurium resistance protein TerW	plus	STRESS	METAL	TELLURIUM	TELLURIUM	EXACTX	155	155	100.0	100.0	155	AAC44736.1	tellurium resistance protein TerW		
FJ207465		FJ207465	2057	3622	-	vga(A)	ABC-F type ribosomal protection protein Vga(A)	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	EXACTX	522	522	100.0	100.0	522	WP_012579073.1	ABC-F type ribosomal protection protein Vga(A)		
CP029690		CP029690	77009	77842	-	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	278	278	100.0	100.0	278	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id		
CP029690		CP029690	77845	78669	-	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	275	275	100.0	100.0	275	WP_109545041.1	aminoglycoside O-phosphotransferase APH(3'')-Ib		
CP029690		CP029690	100451	101653	-	tet(B)	tetracycline efflux MFS transporter Tet(B)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	401	401	100.0	100.0	401	WP_001089068.1	tetracycline efflux MFS transporter Tet(B)		
CP043053		CP043053	84272	84634	-	ble	bleomycin binding protein Ble-MBL	core	AMR	AMR	BLEOMYCIN	BLEOMYCIN	EXACTX	121	121	100.0	100.0	121	WP_004201167.1	bleomycin binding protein Ble-MBL		
CP043053		CP043053	84641	85450	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	270	270	100.0	100.0	270	WP_004201164.1	subclass B1 metallo-beta-lactamase NDM-1		
CP043053		CP043053	91335	92111	+	aph(3')-VIa	aminoglycoside O-phosphotransferase APH(3')-VIa	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	EXACTX	259	259	100.0	100.0	259	WP_000422636.1	aminoglycoside O-phosphotransferase APH(3')-VIa		
CP043053		CP043053	160539	161396	+	aac(3)-IId	aminoglycoside N-acetyltransferase AAC(3)-IId	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTX	286	286	100.0	100.0	286	WP_000557454.1	aminoglycoside N-acetyltransferase AAC(3)-IId		
CP043053		CP043053	169064	169903	-	blaOXA-58	carbapenem-hydrolyzing class D beta-lactamase OXA-58	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	280	280	100.0	100.0	280	WP_002002480.1	carbapenem-hydrolyzing class D beta-lactamase OXA-58		
CP043053		CP043053	187669	189141	+	msr(E)	ABC-F type ribosomal protection protein Msr(E)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	491	491	100.0	100.0	491	WP_000052512.1	ABC-F type ribosomal protection protein Msr(E)		
CP043053		CP043053	189200	190081	+	mph(E)	Mph(E) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	294	294	100.0	100.0	294	WP_000155092.1	Mph(E) family macrolide 2'-phosphotransferase		
CP043053		CP043053	191809	193020	-	floR	chloramphenicol/florfenicol efflux MFS transporter FloR	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	EXACTX	404	404	100.0	100.0	404	WP_000214119.1	chloramphenicol/florfenicol efflux MFS transporter FloR		
MF156696		MF156696	16820	17248	-	silE	silver-binding protein SilE	plus	STRESS	METAL	SILVER	SILVER	BLASTX	143	143	100.0	91.61	143	AAD11743.1	silver-binding protein SilE		
MF156696		MF156696	17502	18974	-	silS	copper/silver sensor histidine kinase SilS	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	EXACTX	491	491	100.0	100.0	491	SPD96882.1	copper/silver sensor histidine kinase SilS		
MF156696		MF156696	18970	19647	-	silR	copper/silver response regulator transcription factor SilR	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	EXACTX	226	226	100.0	100.0	226	SPD96883.1	copper/silver response regulator transcription factor SilR		
MF156696		MF156696	19837	21219	+	silC	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	EXACTX	461	461	100.0	100.0	461	SPD96884.1	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC		
MF156696		MF156696	21251	21601	+	silF	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	117	117	100.0	99.15	117	KGL71342.1	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF		
MF156696		MF156696	21718	23007	+	silB	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	430	430	100.0	97.91	430	AAD11748.1	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB		
MF156696		MF156696	23021	26164	+	silA	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	1048	1048	100.0	98.76	1048	AAD11749.1	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA		
MF156696		MF156696	26800	29265	+	silP	Ag(+)-translocating P-type ATPase SilP	plus	STRESS	METAL	SILVER	SILVER	BLASTX	822	824	99.64	94.53	823	AAD11750.1	Ag(+)-translocating P-type ATPase SilP		
MF156696		MF156696	31249	33063	+	pcoA	multicopper oxidase PcoA	plus	STRESS	METAL	COPPER	COPPER	EXACTX	605	605	100.0	100.0	605	CAA58525.1	multicopper oxidase PcoA		
MF156696		MF156696	33072	33959	+	pcoB	copper-binding protein PcoB	plus	STRESS	METAL	COPPER	COPPER	EXACTX	296	296	100.0	100.0	296	CAA58526.1	copper-binding protein PcoB		
MF156696		MF156696	34002	34379	+	pcoC	copper resistance system metallochaperone PcoC	plus	STRESS	METAL	COPPER	COPPER	BLASTX	126	126	100.0	99.21	126	CAA58527.1	copper resistance system metallochaperone PcoC		
MF156696		MF156696	34387	35313	+	pcoD	copper resistance inner membrane protein PcoD	plus	STRESS	METAL	COPPER	COPPER	BLASTX	309	309	100.0	99.68	309	CAA58528.1	copper resistance inner membrane protein PcoD		
MF156696		MF156696	35371	36048	+	pcoR	copper response regulator transcription factor PcoR	plus	STRESS	METAL	COPPER	COPPER	EXACTX	226	226	100.0	100.0	226	CAA58529.1	copper response regulator transcription factor PcoR		
MF156696		MF156696	36048	37445	+	pcoS	copper resistance membrane spanning protein PcoS	plus	STRESS	METAL	COPPER	COPPER	BLASTX	466	466	100.0	99.36	466	CAA58530.1	copper resistance membrane spanning protein PcoS		
MF156696		MF156696	53885	54235	+	arsR	As(III)-sensing metalloregulatory transcriptional repressor ArsR	plus	STRESS	METAL	ARSENIC	ARSENIC	EXACTX	117	117	100.0	100.0	117	AAB09624.1	As(III)-sensing metalloregulatory transcriptional repressor ArsR		
MF156696		MF156696	54286	54645	+	arsD	arsenite efflux transporter metallochaperone ArsD	plus	STRESS	METAL	ARSENIC	ARSENITE	BLASTX	120	120	100.0	97.5	120	AAB09625.1	arsenite efflux transporter metallochaperone ArsD		
MF156696		MF156696	54666	56414	+	arsA	arsenite efflux transporter ATPase subunit ArsA	plus	STRESS	METAL	ARSENIC	ARSENITE	BLASTX	583	583	100.0	99.14	583	AAB09626.1	arsenite efflux transporter ATPase subunit ArsA		
MF156696		MF156696	91462	92658	-	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.0	100.0	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)		
MF156696		MF156696	93891	94361	+	dfrA1	trimethoprim-resistant dihydrofolate reductase DfrA1	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.0	100.0	157	WP_000777554.1	trimethoprim-resistant dihydrofolate reductase DfrA1		
MF156696		MF156696	95068	95412	+	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1		
MF156696		MF156696	95409	96245	+	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1		
MF156696		MF156696	100462	101364	-	mph(A)	Mph(A) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	301	301	100.0	100.0	301	WP_000219391.1	Mph(A) family macrolide 2'-phosphotransferase		
MF156696		MF156696	104851	105708	-	blaSHV-12	class A extended-spectrum beta-lactamase SHV-12	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	286	286	100.0	100.0	286	WP_002904004.1	class A extended-spectrum beta-lactamase SHV-12		
MF156696		MF156696	112382	113035	-	qnrS1	quinolone resistance pentapeptide repeat protein QnrS1	core	AMR	AMR	QUINOLONE	QUINOLONE	ALLELEX	218	218	100.0	100.0	218	WP_001516695.1	quinolone resistance pentapeptide repeat protein QnrS1		
MF156696		MF156696	114635	115489	-	blaLAP-2	class A beta-lactamase LAP-2	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	285	285	100.0	100.0	285	WP_012477595.1	class A beta-lactamase LAP-2		
MF156696		MF156696	120260	121117	-	aac(3)-IId	aminoglycoside N-acetyltransferase AAC(3)-IId	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTX	286	286	100.0	100.0	286	WP_000557454.1	aminoglycoside N-acetyltransferase AAC(3)-IId		
MF156696		MF156696	122901	123758	+	blaSHV-11	class A broad-spectrum beta-lactamase SHV-11	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.0	100.0	286	WP_004176269.1	class A broad-spectrum beta-lactamase SHV-11		
MF156696		MF156696	132146	133018	-	blaCTX-M-14	class A extended-spectrum beta-lactamase CTX-M-14	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.0	100.0	291	WP_001617865.1	class A extended-spectrum beta-lactamase CTX-M-14		
HM236409		HM236409	2666	3580	+	blaROB-1	cephalosporin-hydrolyzing class A beta-lactamase ROB-1	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	305	305	100.0	100.0	305	WP_005618523.1	cephalosporin-hydrolyzing class A beta-lactamase ROB-1		
AP019196		AP019196	58508	59305	+	blaOXA-732	class D beta-lactamase OXA-732	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	266	266	100.0	100.0	266	WP_072678505.1	class D beta-lactamase OXA-732		
AP019196		AP019196	59392	59946	+	aac(6')-Ia	aminoglycoside 6'-N-acetyltransferase AAC(6')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	EXACTX	185	185	100.0	100.0	185	WP_013136949.1	aminoglycoside 6'-N-acetyltransferase AAC(6')-Ia		
AP019196		AP019196	60515	61303	+	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.0	100.0	263	WP_001261740.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2		
AP019196		AP019196	61470	61814	+	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1		
AP019196		AP019196	61811	62647	+	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1		
AP019196		AP019196	69498	70334	+	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	BLASTX	279	279	100.0	99.64	279	WP_000259032.1	sulfonamide-resistant dihydropteroate synthase Sul1		
AP019196		AP019196	75088	75843	+	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	PARTIALX	252	293	86.01	100.0	252	WP_019727244.1	sulfonamide-resistant dihydropteroate synthase Sul1		
CP023552		CP023552	39044	39793	+	agg3D	aggregative adherence fimbria 3 chaperone Agg3D	plus	VIRULENCE	VIRULENCE			EXACTX	250	250	100.0	100.0	250	CAU95824.1	aggregative adherence fimbria 3 chaperone Agg3D		
CP023552		CP023552	42410	42847	+	agg3B	aggregative adherence fimbria 3 minor subunit Agg3B	plus	VIRULENCE	VIRULENCE			EXACTX	146	146	100.0	100.0	146	AAM88297.1	aggregative adherence fimbria 3 minor subunit Agg3B		
CP023552		CP023552	43025	43522	+	agg3A	aggregative adherence fimbria 3 major subunit Agg3A	plus	VIRULENCE	VIRULENCE			BLASTX	166	166	100.0	99.4	166	CCE21264.1	aggregative adherence fimbria 3 major subunit Agg3A		
CP023552		CP023552	44172	44285	-	astA	heat-stable enterotoxin EAST1	plus	VIRULENCE	VIRULENCE			EXACTX	38	38	100.0	100.0	38	AAM88299.1	heat-stable enterotoxin EAST1		
CP023552		CP023552	49183	49977	-	aggR	aggregative adherence transcriptional regulator AggR	plus	VIRULENCE	VIRULENCE			EXACTX	265	265	100.0	100.0	265	CAA83535.1	aggregative adherence transcriptional regulator AggR		
CP023552		CP023552	50820	51167	-	aap	dispersin Aap	plus	VIRULENCE	VIRULENCE			BLASTX	116	116	100.0	96.55	116	CBG27807.1	dispersin Aap		
CP023552		CP023552	51898	52095	+	aar	AggR-activated transcriptional regulator Aar	plus	VIRULENCE	VIRULENCE			EXACTX	66	66	100.0	100.0	66	ASK37426.1	AggR-activated transcriptional regulator Aar		
CP023552		CP023552	57519	58754	+	aatA	dispersin export ABC transporter outer membrane protein AatA	plus	VIRULENCE	VIRULENCE			EXACTX	412	412	100.0	100.0	412	CAU95796.1	dispersin export ABC transporter outer membrane protein AatA		
CP023552		CP023552	69621	70478	-	blaTEM-1	class A broad-spectrum beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.0	100.0	286	WP_000027057.1	class A broad-spectrum beta-lactamase TEM-1		
NC_021158		NC_021158	2465	3358	-	blaCARB-16	RTG family carbenicillin-hydrolyzing class A beta-lactamase CARB-16	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	298	298	100.0	100.0	298	WP_015589625.1	RTG family carbenicillin-hydrolyzing class A beta-lactamase CARB-16		
NC_021158		NC_021158	7980	8804	+	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	275	275	100.0	100.0	275	WP_109545041.1	aminoglycoside O-phosphotransferase APH(3'')-Ib		
NC_021158		NC_021158	8807	9640	+	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	278	278	100.0	100.0	278	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id		
NC_021158		NC_021158	10914	12092	+	tet(H)	tetracycline efflux MFS transporter Tet(H)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	393	393	100.0	100.0	393	WP_015589629.1	tetracycline efflux MFS transporter Tet(H)		
GQ900430		GQ900430	18214	18606	-	arsC	thioredoxin-dependent arsenate reductase	plus	STRESS	METAL	ARSENIC	ARSENATE	EXACTX	131	131	100.0	100.0	131	AAA25638.1	thioredoxin-dependent arsenate reductase		
GQ900430		GQ900430	18627	19913	-	arsB	arsenite efflux transporter membrane subunit ArsB	plus	STRESS	METAL	ARSENIC	ARSENITE	BLASTX	429	429	100.0	99.53	429	AAA25637.1	arsenite efflux transporter membrane subunit ArsB		
GQ900430		GQ900430	19916	20227	-	arsR	As(III)-sensing metalloregulatory transcriptional repressor ArsR	plus	STRESS	METAL	ARSENIC	ARSENIC	BLASTX	104	104	100.0	99.04	104	AAA25636.1	As(III)-sensing metalloregulatory transcriptional repressor ArsR		
GQ900430		GQ900430	27191	28576	-	mco	multi-copper oxidase Mco	plus	STRESS	METAL	COPPER	COPPER	BLASTX	462	462	100.0	99.13	462	AAQ17236.1	multi-copper oxidase Mco		
GQ379901		GQ379901	2436	3248	+	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.0	100.0	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2		
GQ379901		GQ379901	3288	4112	+	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	275	275	100.0	100.0	275	WP_109545041.1	aminoglycoside O-phosphotransferase APH(3'')-Ib		
GQ379901		GQ379901	4115	4948	+	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	278	278	100.0	100.0	278	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id		
CP014396		CP014396	3	653	-	str	streptomycin adenylyltransferase Str	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	PARTIAL_CONTIG_ENDX	217	282	76.95	100.0	217	WP_001258486.1	streptomycin adenylyltransferase Str		
CP032192		CP032192	46590	47141	+	aac(6')-Ib3	aminoglycoside N-acetyltransferase AAC(6')-Ib3	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	ALLELEX	184	184	100.0	100.0	184	WP_032488579.1	aminoglycoside N-acetyltransferase AAC(6')-Ib3		
CP032192		CP032192	47313	47657	+	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1		
CP032192		CP032192	47654	48490	+	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1		
CP032192		CP032192	50597	51430	-	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	278	278	100.0	100.0	278	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id		
CP032192		CP032192	51433	52257	-	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	275	275	100.0	100.0	275	WP_109545041.1	aminoglycoside O-phosphotransferase APH(3'')-Ib		
CP032192		CP032192	57038	57895	-	aac(3)-IIe	aminoglycoside N-acetyltransferase AAC(3)-IIe	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTX	286	286	100.0	100.0	286	WP_000557452.1	aminoglycoside N-acetyltransferase AAC(3)-IIe		
CP032192		CP032192	58355	59212	-	blaTEM-1	class A broad-spectrum beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.0	100.0	286	WP_000027057.1	class A broad-spectrum beta-lactamase TEM-1		
CP032192		CP032192	63316	63747	+	merR	mercury resistance transcriptional regulator MerR	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	144	144	100.0	93.75	144	CAA77320.1	mercury resistance transcriptional regulator MerR		
CP032192		CP032192	152129	153271	+	blaCMY-4	class C beta-lactamase CMY-4	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	381	381	100.0	100.0	381	WP_015056382.1	class C beta-lactamase CMY-4		
