name	resistance	class_includes_CIA_res	resistance_genes_present	genes	Strain_count_of_AMR_gene_classes	Strain_MDR_status	Strain_CIA_status	Strain_count_of_AMR_genes
AUSMDU00008551	Gentamicin	FALSE	1	aac(3)-IIe	7	1	1	15
AUSMDU00008551	Aztreonam	FALSE	1	ftsI_I336IKYRI	7	1	1	15
AUSMDU00008551	Carbapenemase	TRUE	1	blaOXA-181	7	1	1	15
AUSMDU00008551	Amikacin/Kanamycin/Tobramycin/Quinolone	TRUE	1	aac(6')-Ib-cr5	7	1	1	15
AUSMDU00040769	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	6	1	1	10
AUSMDU00040769	Efflux	FALSE	1	acrF*,emrD*,mdtM*	6	1	1	10
AUSMDU00040769	Other_antimicrobial	FALSE	1	cyaA_S352T	6	1	1	10
AUSMDU00040769	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	6	1	1	10
AUSMDU00040769	Sulfonamide	FALSE	1	sul3	6	1	1	10
AUSMDU00040769	Trimethoprim	FALSE	1	dfrA12	6	1	1	10
AUSMDU00040769	Streptomycin	FALSE	1	aadA1,aadA2	6	1	1	10
AUSMDU00040769	Aztreonam	FALSE	1	ftsI_I336IKYRI	6	1	1	10
AUSMDU00040769	Carbapenemase	TRUE	1	blaOXA-48	6	1	1	10
AUSMDU00040769	Chloramphenicol	FALSE	1	cmlA1	6	1	1	10
AUSMDU00004542	ESBL_(AmpC_type)	TRUE	1	blaCMY-2	8	1	1	15
AUSMDU00004542	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaOXA-1,blaTEM-1	8	1	1	15
AUSMDU00004542	ESBL	TRUE	1	blaCTX-M-15	8	1	1	15
AUSMDU00004542	Efflux	FALSE	1	acrF*,emrD*,mdtM*	8	1	1	15
AUSMDU00004542	Other_antimicrobial	FALSE	1	cyaA_S352T	8	1	1	15
AUSMDU00004542	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	8	1	1	15
AUSMDU00004542	Tetracycline	FALSE	1	tet(B),tet(M)*	8	1	1	15
AUSMDU00004542	Sulfonamide	FALSE	1	sul1,sul3	8	1	1	15
AUSMDU00004542	Trimethoprim	FALSE	1	dfrA12,dfrA17	8	1	1	15
AUSMDU00004542	Streptomycin	FALSE	1	aadA1,aadA2,aadA5	8	1	1	15
AUSMDU00004542	Macrolide	TRUE	1	erm(B)*,mef(B),mph(A)	8	1	1	15
AUSMDU00004542	Aztreonam	FALSE	1	ftsI_I336IKYRI	8	1	1	15
AUSMDU00004542	Carbapenemase	TRUE	1	blaOXA-48	8	1	1	15
AUSMDU00004542	Amikacin/Kanamycin/Tobramycin/Quinolone	TRUE	1	aac(6')-Ib-cr5	8	1	1	15
AUSMDU00004542	Chloramphenicol	FALSE	1	catA1,cmlA1	8	1	1	15
AusGEM_00577	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaOXA-1	8	1	1	11
AusGEM_00577	Efflux	FALSE	1	acrF*,emrD*,mdtM*	8	1	1	11
AusGEM_00577	Other_antimicrobial	FALSE	1	cyaA_S352T	8	1	1	11
AusGEM_00577	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	8	1	1	11
AusGEM_00577	Tetracycline	FALSE	1	tet(B)	8	1	1	11
AusGEM_00577	Sulfonamide	FALSE	1	sul1	8	1	1	11
AusGEM_00577	Trimethoprim	FALSE	1	dfrA17	8	1	1	11
AusGEM_00577	Streptomycin	FALSE	1	aadA5	8	1	1	11
AusGEM_00577	Macrolide	TRUE	1	mph(A)	8	1	1	11
AusGEM_00577	Amikacin/Kanamycin/Tobramycin/Quinolone	TRUE	1	aac(6')-Ib-cr5	8	1	1	11
AusGEM_00577	Chloramphenicol	FALSE	1	catB3	8	1	1	11
AusGEM_00575	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaOXA-1	8	1	1	11
AusGEM_00575	Efflux	FALSE	1	acrF*,emrD*,mdtM*	8	1	1	11
AusGEM_00575	Other_antimicrobial	FALSE	1	cyaA_S352T	8	1	1	11
AusGEM_00575	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	8	1	1	11
AusGEM_00575	Tetracycline	FALSE	1	tet(B)	8	1	1	11
AusGEM_00575	Sulfonamide	FALSE	1	sul1	8	1	1	11
AusGEM_00575	Trimethoprim	FALSE	1	dfrA17	8	1	1	11
AusGEM_00575	Streptomycin	FALSE	1	aadA5	8	1	1	11
AusGEM_00575	Macrolide	TRUE	1	mph(A)	8	1	1	11
AusGEM_00575	Amikacin/Kanamycin/Tobramycin/Quinolone	TRUE	1	aac(6')-Ib-cr5	8	1	1	11
AusGEM_00575	Chloramphenicol	FALSE	1	catB3	8	1	1	11
AusGEM_00592	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaOXA-1	8	1	1	11
AusGEM_00592	Efflux	FALSE	1	acrF*,emrD*,mdtM*	8	1	1	11
AusGEM_00592	Other_antimicrobial	FALSE	1	cyaA_S352T	8	1	1	11
AusGEM_00592	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	8	1	1	11
AusGEM_00592	Tetracycline	FALSE	1	tet(B)	8	1	1	11
AusGEM_00592	Sulfonamide	FALSE	1	sul1	8	1	1	11
AusGEM_00592	Trimethoprim	FALSE	1	dfrA17	8	1	1	11
AusGEM_00592	Streptomycin	FALSE	1	aadA5	8	1	1	11
AusGEM_00592	Macrolide	TRUE	1	mph(A)	8	1	1	11
AusGEM_00592	Amikacin/Kanamycin/Tobramycin/Quinolone	TRUE	1	aac(6')-Ib-cr5	8	1	1	11
AusGEM_00592	Chloramphenicol	FALSE	1	catB3	8	1	1	11
AusGEM_02042	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaOXA-1	8	1	1	11
AusGEM_02042	Efflux	FALSE	1	acrF*,emrD*,mdtM*	8	1	1	11
AusGEM_02042	Other_antimicrobial	FALSE	1	cyaA_S352T	8	1	1	11
AusGEM_02042	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	8	1	1	11
AusGEM_02042	Tetracycline	FALSE	1	tet(B)	8	1	1	11
AusGEM_02042	Sulfonamide	FALSE	1	sul1	8	1	1	11
AusGEM_02042	Trimethoprim	FALSE	1	dfrA17	8	1	1	11
AusGEM_02042	Streptomycin	FALSE	1	aadA5	8	1	1	11
AusGEM_02042	Macrolide	TRUE	1	mph(A)	8	1	1	11
AusGEM_02042	Amikacin/Kanamycin/Tobramycin/Quinolone	TRUE	1	aac(6')-Ib-cr5	8	1	1	11
AusGEM_02042	Chloramphenicol	FALSE	1	catB3	8	1	1	11
AUSMDU00015623	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaOXA-1	8	1	1	12
AUSMDU00015623	ESBL	TRUE	1	blaCTX-M-15	8	1	1	12
AUSMDU00015623	Efflux	FALSE	1	acrF*,emrD*,mdtM*	8	1	1	12
AUSMDU00015623	Other_antimicrobial	FALSE	1	cyaA_S352T	8	1	1	12
AUSMDU00015623	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	8	1	1	12
AUSMDU00015623	Tetracycline	FALSE	1	tet(B)	8	1	1	12
AUSMDU00015623	Sulfonamide	FALSE	1	sul1	8	1	1	12
AUSMDU00015623	Trimethoprim	FALSE	1	dfrA17	8	1	1	12
AUSMDU00015623	Streptomycin	FALSE	1	aadA5	8	1	1	12
AUSMDU00015623	Macrolide	TRUE	1	mph(A)	8	1	1	12
AUSMDU00015623	Amikacin/Kanamycin/Tobramycin/Quinolone	TRUE	1	aac(6')-Ib-cr5	8	1	1	12
AUSMDU00015623	Chloramphenicol	FALSE	1	catB3	8	1	1	12
AusGEM_02031	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaOXA-1	8	1	1	12
AusGEM_02031	Efflux	FALSE	1	acrF*,emrD*,mdtM*	8	1	1	12
AusGEM_02031	Other_antimicrobial	FALSE	1	cyaA_S352T	8	1	1	12
AusGEM_02031	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	8	1	1	12
AusGEM_02031	Tetracycline	FALSE	1	tet(B)	8	1	1	12
AusGEM_02031	Sulfonamide	FALSE	1	sul1	8	1	1	12
AusGEM_02031	Trimethoprim	FALSE	1	dfrA17	8	1	1	12
AusGEM_02031	Streptomycin	FALSE	1	aadA5	8	1	1	12
AusGEM_02031	Macrolide	TRUE	1	mph(A)	8	1	1	12
AusGEM_02031	Beta-lactamase_(narrow-spectrum)	FALSE	1	ampC_T-32A	8	1	1	12
AusGEM_02031	Amikacin/Kanamycin/Tobramycin/Quinolone	TRUE	1	aac(6')-Ib-cr5	8	1	1	12
AusGEM_02031	Chloramphenicol	FALSE	1	catB3	8	1	1	12
AusGEM_02032	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaOXA-1	8	1	1	12
AusGEM_02032	Efflux	FALSE	1	acrF*,emrD*,mdtM*	8	1	1	12
AusGEM_02032	Other_antimicrobial	FALSE	1	cyaA_S352T	8	1	1	12
AusGEM_02032	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	8	1	1	12
AusGEM_02032	Tetracycline	FALSE	1	tet(B)	8	1	1	12
AusGEM_02032	Sulfonamide	FALSE	1	sul1	8	1	1	12
AusGEM_02032	Trimethoprim	FALSE	1	dfrA17	8	1	1	12
AusGEM_02032	Streptomycin	FALSE	1	aadA5	8	1	1	12
AusGEM_02032	Macrolide	TRUE	1	mph(A)	8	1	1	12
AusGEM_02032	Beta-lactamase_(narrow-spectrum)	FALSE	1	ampC_T-32A	8	1	1	12
AusGEM_02032	Amikacin/Kanamycin/Tobramycin/Quinolone	TRUE	1	aac(6')-Ib-cr5	8	1	1	12
AusGEM_02032	Chloramphenicol	FALSE	1	catB3	8	1	1	12
AUSMDU00015262	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaOXA-1	8	1	1	13
AUSMDU00015262	ESBL	TRUE	1	blaSHV-12	8	1	1	13
AUSMDU00015262	Efflux	FALSE	1	acrF*,emrD*,mdtM*	8	1	1	13
AUSMDU00015262	Other_antimicrobial	FALSE	1	cyaA_S352T	8	1	1	13
AUSMDU00015262	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A,qnrS1	8	1	1	13
AUSMDU00015262	Tetracycline	FALSE	1	tet(B)	8	1	1	13
AUSMDU00015262	Sulfonamide	FALSE	1	sul1	8	1	1	13
AUSMDU00015262	Trimethoprim	FALSE	1	dfrA17	8	1	1	13
AUSMDU00015262	Streptomycin	FALSE	1	aadA5	8	1	1	13
AUSMDU00015262	Macrolide	TRUE	1	mph(A)	8	1	1	13
AUSMDU00015262	Carbapenemase	TRUE	1	blaOXA-181	8	1	1	13
AUSMDU00015262	Amikacin/Kanamycin/Tobramycin/Quinolone	TRUE	1	aac(6')-Ib-cr5	8	1	1	13
AUSMDU00015262	Chloramphenicol	FALSE	1	catB3	8	1	1	13
ERR5355635	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaOXA-1	8	1	1	11
ERR5355635	Efflux	FALSE	1	acrF*,emrD*,mdtM*	8	1	1	11
ERR5355635	Other_antimicrobial	FALSE	1	cyaA_S352T	8	1	1	11
ERR5355635	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	8	1	1	11
ERR5355635	Tetracycline	FALSE	1	tet(B)	8	1	1	11
ERR5355635	Sulfonamide	FALSE	1	sul1	8	1	1	11
ERR5355635	Trimethoprim	FALSE	1	dfrA17	8	1	1	11
ERR5355635	Streptomycin	FALSE	1	aadA5	8	1	1	11
ERR5355635	Macrolide	TRUE	1	mph(A)	8	1	1	11
ERR5355635	Amikacin/Kanamycin/Tobramycin/Quinolone	TRUE	1	aac(6')-Ib-cr5	8	1	1	11
ERR5355635	Chloramphenicol	FALSE	1	catA1,catB3	8	1	1	11
AUSMDU00004893	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaOXA-1	8	1	1	12
AUSMDU00004893	Efflux	FALSE	1	acrF*,emrD*	8	1	1	12
AUSMDU00004893	Other_antimicrobial	FALSE	1	cyaA_S352T	8	1	1	12
AUSMDU00004893	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	8	1	1	12
AUSMDU00004893	Tetracycline	FALSE	1	tet(B)	8	1	1	12
AUSMDU00004893	Sulfonamide	FALSE	1	sul1	8	1	1	12
AUSMDU00004893	Trimethoprim	FALSE	1	dfrA17	8	1	1	12
AUSMDU00004893	Streptomycin	FALSE	1	aadA5	8	1	1	12
AUSMDU00004893	Macrolide	TRUE	1	mph(A)	8	1	1	12
AUSMDU00004893	Carbapenemase	TRUE	1	blaOXA-48	8	1	1	12
AUSMDU00004893	Amikacin/Kanamycin/Tobramycin/Quinolone	TRUE	1	aac(6')-Ib-cr5	8	1	1	12
AUSMDU00004893	Chloramphenicol	FALSE	1	catB3	8	1	1	12
SRR11341625	Efflux	FALSE	1	acrF*,emrD*,mdtM*	1	0	1	3
SRR11341625	Other_antimicrobial	FALSE	1	cyaA_S352T	1	0	1	3
SRR11341625	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	1	0	1	3
AUSMDU00049647	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	2	0	1	5
AUSMDU00049647	ESBL	TRUE	1	blaCTX-M-15	2	0	1	5
AUSMDU00049647	Efflux	FALSE	1	acrF*,emrD*,mdtM*	2	0	1	5
AUSMDU00049647	Other_antimicrobial	FALSE	1	cyaA_S352T	2	0	1	5
AUSMDU00049647	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	2	0	1	5
AUSMDU00021893	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	6	1	1	10
AUSMDU00021893	ESBL	TRUE	1	blaCTX-M-15	6	1	1	10
AUSMDU00021893	Efflux	FALSE	1	acrF*,emrD*,mdtM*	6	1	1	10
AUSMDU00021893	Other_antimicrobial	FALSE	1	cyaA_S352T	6	1	1	10
AUSMDU00021893	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	6	1	1	10
AUSMDU00021893	Sulfonamide	FALSE	1	sul1	6	1	1	10
AUSMDU00021893	Trimethoprim	FALSE	1	dfrA17	6	1	1	10
AUSMDU00021893	Streptomycin	FALSE	1	aadA5	6	1	1	10
AUSMDU00021893	Macrolide	TRUE	1	mph(A)	6	1	1	10
AUSMDU00021893	Amikacin/Kanamycin/Tobramycin/Quinolone	TRUE	1	aac(6')-Ib-cr5	6	1	1	10
AUSMDU00061730	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaOXA-1,blaTEM-1	4	1	1	8
AUSMDU00061730	ESBL	TRUE	1	blaCTX-M-15	4	1	1	8
AUSMDU00061730	Efflux	FALSE	1	acrF*,emrD*,mdtM*	4	1	1	8
AUSMDU00061730	Other_antimicrobial	FALSE	1	cyaA_S352T	4	1	1	8
AUSMDU00061730	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	4	1	1	8
AUSMDU00061730	Macrolide	TRUE	1	erm(B)*	4	1	1	8
AUSMDU00061730	Gentamicin	FALSE	1	aac(3)-IIe	4	1	1	8
AUSMDU00061730	Amikacin/Kanamycin/Tobramycin/Quinolone	TRUE	1	aac(6')-Ib-cr5	4	1	1	8
AUSMDU00016535	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaOXA-1,blaTEM-1	7	1	1	12
AUSMDU00016535	ESBL	TRUE	1	blaCTX-M-15	7	1	1	12
AUSMDU00016535	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	12
AUSMDU00016535	Other_antimicrobial	FALSE	1	cyaA_S352T	7	1	1	12
AUSMDU00016535	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	7	1	1	12
AUSMDU00016535	Tetracycline	FALSE	1	tet(A)	7	1	1	12
AUSMDU00016535	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	12
AUSMDU00016535	Trimethoprim	FALSE	1	dfrA14,dfrA17	7	1	1	12
AUSMDU00016535	Streptomycin	FALSE	1	aadA5,aph(6)-Id	7	1	1	12
AUSMDU00016535	Macrolide	TRUE	1	erm(B)*,mph(A)	7	1	1	12
AUSMDU00016535	Gentamicin	FALSE	1	aac(3)-IIe	7	1	1	12
AUSMDU00016535	Amikacin/Kanamycin/Tobramycin/Quinolone	TRUE	1	aac(6')-Ib-cr5	7	1	1	12
AusGEM_01712	ESBL_(AmpC_type)	TRUE	1	blaCMY-42	8	1	1	12
AusGEM_01712	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaOXA-1	8	1	1	12
AusGEM_01712	Efflux	FALSE	1	acrF*,emrD*,mdtM*	8	1	1	12
AusGEM_01712	Other_antimicrobial	FALSE	1	cyaA_S352T	8	1	1	12
AusGEM_01712	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	8	1	1	12
AusGEM_01712	Tetracycline	FALSE	1	tet(B)	8	1	1	12
AusGEM_01712	Sulfonamide	FALSE	1	sul1	8	1	1	12
AusGEM_01712	Trimethoprim	FALSE	1	dfrA17	8	1	1	12
AusGEM_01712	Streptomycin	FALSE	1	aadA5	8	1	1	12
AusGEM_01712	Macrolide	TRUE	1	mph(A)	8	1	1	12
AusGEM_01712	Amikacin/Kanamycin/Tobramycin/Quinolone	TRUE	1	aac(6')-Ib-cr5	8	1	1	12
AusGEM_01712	Chloramphenicol	FALSE	1	catB3	8	1	1	12
AusGEM_01711	ESBL_(AmpC_type)	TRUE	1	blaCMY-42	8	1	1	12
AusGEM_01711	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaOXA-1	8	1	1	12
AusGEM_01711	Efflux	FALSE	1	acrF*,emrD*,mdtM*	8	1	1	12
AusGEM_01711	Other_antimicrobial	FALSE	1	cyaA_S352T	8	1	1	12
AusGEM_01711	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	8	1	1	12
AusGEM_01711	Tetracycline	FALSE	1	tet(B)	8	1	1	12
AusGEM_01711	Sulfonamide	FALSE	1	sul1	8	1	1	12
AusGEM_01711	Trimethoprim	FALSE	1	dfrA17	8	1	1	12
AusGEM_01711	Streptomycin	FALSE	1	aadA5	8	1	1	12
AusGEM_01711	Macrolide	TRUE	1	mph(A)	8	1	1	12
AusGEM_01711	Amikacin/Kanamycin/Tobramycin/Quinolone	TRUE	1	aac(6')-Ib-cr5	8	1	1	12
AusGEM_01711	Chloramphenicol	FALSE	1	catB3	8	1	1	12
SRR7724579	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaOXA-1	8	1	1	11
SRR7724579	Efflux	FALSE	1	acrF*,emrD*,mdtM*	8	1	1	11
SRR7724579	Other_antimicrobial	FALSE	1	cyaA_S352T	8	1	1	11
SRR7724579	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	8	1	1	11
SRR7724579	Tetracycline	FALSE	1	tet(B)	8	1	1	11
SRR7724579	Sulfonamide	FALSE	1	sul1	8	1	1	11
SRR7724579	Trimethoprim	FALSE	1	dfrA17	8	1	1	11
SRR7724579	Streptomycin	FALSE	1	aadA5	8	1	1	11
SRR7724579	Macrolide	TRUE	1	mph(A)	8	1	1	11
SRR7724579	Amikacin/Kanamycin/Tobramycin/Quinolone	TRUE	1	aac(6')-Ib-cr5	8	1	1	11
SRR7724579	Chloramphenicol	FALSE	1	catB3	8	1	1	11
AUSMDU00019331	ESBL	TRUE	1	blaCTX-M-14	8	1	1	11
AUSMDU00019331	Efflux	FALSE	1	acrF*,emrD*,mdtM*	8	1	1	11
AUSMDU00019331	Other_antimicrobial	FALSE	1	cyaA_S352T	8	1	1	11
AUSMDU00019331	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	8	1	1	11
AUSMDU00019331	Tetracycline	FALSE	1	tet(A)*	8	1	1	11
AUSMDU00019331	Sulfonamide	FALSE	1	sul1,sul2	8	1	1	11
AUSMDU00019331	Trimethoprim	FALSE	1	dfrA17	8	1	1	11
AUSMDU00019331	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	8	1	1	11
AUSMDU00019331	Macrolide	TRUE	1	mph(A)	8	1	1	11
AUSMDU00019331	Gentamicin	FALSE	1	aac(3)-IIe	8	1	1	11
AUSMDU00019331	Chloramphenicol/Florfenicol	FALSE	1	floR*	8	1	1	11
SRR7724561	Efflux	FALSE	1	acrF*,emrD*	4	1	1	6
SRR7724561	Other_antimicrobial	FALSE	1	cyaA_S352T	4	1	1	6
SRR7724561	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	4	1	1	6
SRR7724561	Tetracycline	FALSE	1	tet(B)	4	1	1	6
SRR7724561	Sulfonamide	FALSE	1	sul2	4	1	1	6
SRR7724561	Chloramphenicol/Florfenicol	FALSE	1	floR*	4	1	1	6
ERR5355839	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaOXA-1	8	1	1	12
ERR5355839	Efflux	FALSE	1	acrF*,emrD*	8	1	1	12
ERR5355839	Other_antimicrobial	FALSE	1	cyaA_S352T	8	1	1	12
ERR5355839	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	8	1	1	12
ERR5355839	Tetracycline	FALSE	1	tet(B)	8	1	1	12
ERR5355839	Sulfonamide	FALSE	1	sul1,sul2	8	1	1	12
ERR5355839	Trimethoprim	FALSE	1	dfrA17	8	1	1	12
ERR5355839	Streptomycin	FALSE	1	aadA5	8	1	1	12
ERR5355839	Macrolide	TRUE	1	mph(A)	8	1	1	12
ERR5355839	Amikacin/Kanamycin/Tobramycin/Quinolone	TRUE	1	aac(6')-Ib-cr5	8	1	1	12
ERR5355839	Chloramphenicol	FALSE	1	catA1,catB3	8	1	1	12
ERR5355839	Chloramphenicol/Florfenicol	FALSE	1	floR*	8	1	1	12
SRR7724799	ESBL_(AmpC_type)	TRUE	1	blaCMY-4	3	1	1	5
SRR7724799	Efflux	FALSE	1	acrF*,emrD*	3	1	1	5
SRR7724799	Other_antimicrobial	FALSE	1	cyaA_S352T	3	1	1	5
SRR7724799	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	3	1	1	5
SRR7724799	Tetracycline	FALSE	1	tet(B)	3	1	1	5
SRR11094231	ESBL_(AmpC_type)	TRUE	1	blaCMY-148	2	0	1	4
SRR11094231	Efflux	FALSE	1	acrF*,emrD*	2	0	1	4
SRR11094231	Other_antimicrobial	FALSE	1	cyaA_S352T	2	0	1	4
SRR11094231	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	2	0	1	4
AusGEM_01707	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaOXA-1	6	1	1	11
AusGEM_01707	ESBL	TRUE	1	blaCTX-M-15	6	1	1	11
AusGEM_01707	Efflux	FALSE	1	acrF*,emrD*,mdtM*	6	1	1	11
AusGEM_01707	Other_antimicrobial	FALSE	1	cyaA_S352T	6	1	1	11
AusGEM_01707	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	6	1	1	11
AusGEM_01707	Tetracycline	FALSE	1	tet(A)	6	1	1	11
AusGEM_01707	Sulfonamide	FALSE	1	sul1,sul2	6	1	1	11
AusGEM_01707	Trimethoprim	FALSE	1	dfrA17	6	1	1	11
AusGEM_01707	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	6	1	1	11
AusGEM_01707	Gentamicin	FALSE	1	aac(3)-IIe	6	1	1	11
AusGEM_01707	Amikacin/Kanamycin/Tobramycin/Quinolone	TRUE	1	aac(6')-Ib-cr5	6	1	1	11
AUSMDU00026895	ESBL_(AmpC_type)	TRUE	1	blaCMY-42	6	1	1	14
AUSMDU00026895	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	6	1	1	14
AUSMDU00026895	ESBL	TRUE	1	blaCTX-M-15	6	1	1	14
AUSMDU00026895	Efflux	FALSE	1	acrF*,emrD*,mdtM*	6	1	1	14
AUSMDU00026895	Other_antimicrobial	FALSE	1	ble,cyaA_S352T	6	1	1	14
AUSMDU00026895	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A,qnrS1	6	1	1	14
AUSMDU00026895	Sulfonamide	FALSE	1	sul1	6	1	1	14
AUSMDU00026895	Trimethoprim	FALSE	1	dfrA12,dfrA14	6	1	1	14
AUSMDU00026895	Streptomycin	FALSE	1	aadA2	6	1	1	14
AUSMDU00026895	Macrolide	TRUE	1	mph(A)	6	1	1	14
AUSMDU00026895	Gentamicin	FALSE	1	aac(3)-IId	6	1	1	14
AUSMDU00026895	Aztreonam	FALSE	1	ftsI_I336IKYRI	6	1	1	14
AUSMDU00026895	Carbapenemase_(MBL)	TRUE	1	blaNDM-5	6	1	1	14
AUSMDU00026895	Aminoglycosides_(Ribosomal_methyltransferase)	FALSE	1	rmtB1	6	1	1	14
AUSMDU00005005	ESBL_(AmpC_type)	TRUE	1	blaCMY-42	8	1	1	14
AUSMDU00005005	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaOXA-1	8	1	1	14
AUSMDU00005005	Efflux	FALSE	1	acrF*,emrD*,mdtM*	8	1	1	14
AUSMDU00005005	Other_antimicrobial	FALSE	1	ble,cyaA_S352T	8	1	1	14
AUSMDU00005005	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	8	1	1	14
AUSMDU00005005	Tetracycline	FALSE	1	tet(B)	8	1	1	14
AUSMDU00005005	Sulfonamide	FALSE	1	sul1	8	1	1	14
AUSMDU00005005	Trimethoprim	FALSE	1	dfrA17	8	1	1	14
AUSMDU00005005	Streptomycin	FALSE	1	aadA5	8	1	1	14
AUSMDU00005005	Macrolide	TRUE	1	mph(A)	8	1	1	14
AUSMDU00005005	Aztreonam	FALSE	1	ftsI_I336IKYRI	8	1	1	14
AUSMDU00005005	Carbapenemase_(MBL)	TRUE	1	blaNDM-7	8	1	1	14
AUSMDU00005005	Amikacin/Kanamycin/Tobramycin/Quinolone	TRUE	1	aac(6')-Ib-cr5	8	1	1	14
AUSMDU00005005	Chloramphenicol	FALSE	1	catA1,catB3	8	1	1	14
AUSMDU00017266	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	2	0	1	6
AUSMDU00017266	ESBL	TRUE	1	blaCTX-M-15	2	0	1	6
AUSMDU00017266	Efflux	FALSE	1	acrF*,emrD*,mdtM*	2	0	1	6
AUSMDU00017266	Other_antimicrobial	FALSE	1	cyaA_S352T	2	0	1	6
AUSMDU00017266	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	2	0	1	6
AUSMDU00017266	Aztreonam	FALSE	1	ftsI_I336IKYRI	2	0	1	6
AUSMDU00020288	ESBL_(AmpC_type)	TRUE	1	blaDHA-1	5	1	1	9
AUSMDU00020288	ESBL	TRUE	1	blaCTX-M-15	5	1	1	9
AUSMDU00020288	Efflux	FALSE	1	acrF*,emrD*	5	1	1	9
